SCORE,DATE,D0,D1,D2,D3,D4,NA_COUNT,W0,W1,W2,W3,W4
0,year_1129,0,0,0,0,0,0,100,82.9,41,12.3,1
14.6,year_1130,85.4,37.1,2.5,0,0,0,0,0,0,0,0
26.2,year_1131,73.8,37.3,6.6,0,0,0,0,0,0,0,0
0,year_1132,100,80.5,30.9,3.8,0,0,0,0,0,0,0
0,year_1133,100,84.5,38.3,0,0,0,0,0,0,0,0
5.9,year_1134,94.1,22.4,0,0,0,0,0,0,0,0,0
0,year_1135,100,85.7,34.4,0,0,0,0,0,0,0,0
95.6,year_1136,4.4,0,0,0,0,0,0,0,0,0,0
100,year_1137,0,0,0,0,0,0,0,0,0,0,0
23.4,year_1138,73.1,8.9,0,0,0,0,3.5,0,0,0,0
95.6,year_1139,0,0,0,0,0,0,4.4,0,0,0,0
0,year_1140,100,82.8,5.6,0,0,0,0,0,0,0,0
63.1,year_1141,0,0,0,0,0,0,36.9,0,0,0,0
85.6,year_1142,1.5,0,0,0,0,0,12.9,2.3,0,0,0
83.2,year_1143,0,0,0,0,0,0,16.8,0,0,0,0
78.7,year_1144,0,0,0,0,0,0,21.3,0,0,0,0
24.4,year_1145,7.8,2.3,0,0,0,0,67.8,0,0,0,0
2.4,year_1146,97.6,72.6,42.6,0,0,0,0,0,0,0,0
7.1,year_1147,92.9,67.7,26.2,0,0,0,0,0,0,0,0
0,year_1148,99.9,99.9,90.6,45.5,9.5,0,0,0,0,0,0
30.5,year_1149,69,25.7,0,0,0,0,0.6,0,0,0,0
0,year_1150,100,100,99.9,91.6,61.1,0,0,0,0,0,0
2.6,year_1151,97.4,87.4,64.3,8.8,0,0,0,0,0,0,0
42.3,year_1152,0,0,0,0,0,0,57.7,18,0,0,0
47.2,year_1153,52.8,0,0,0,0,0,0,0,0,0,0
1.1,year_1154,98.8,91.1,59.2,10,0,0,0,0,0,0,0
86.4,year_1155,6.8,0,0,0,0,0,6.8,0,0,0,0
0,year_1156,100,100,92.6,32.9,4.8,0,0,0,0,0,0
30.7,year_1157,69.3,16,0,0,0,0,0,0,0,0,0
0,year_1158,100,100,100,48.3,0,0,0,0,0,0,0
29.3,year_1159,7.8,3.3,0,0,0,0,62.9,3.7,0,0,0
14.5,year_1160,0,0,0,0,0,0,85.4,56.2,13.2,0,0
21.2,year_1161,78.8,47.5,22.2,0,0,0,0,0,0,0,0
77.1,year_1162,3.3,0,0,0,0,0,19.6,4.4,0,0,0
0,year_1163,0,0,0,0,0,0,100,86,70.6,39.1,1.1
88.7,year_1164,10.3,0.1,0,0,0,0,1,0,0,0,0
54.2,year_1165,0,0,0,0,0,0,45.8,0.4,0,0,0
15,year_1166,84.8,57.3,30.4,3.2,0,0,0.2,0,0,0,0
75.7,year_1167,0,0,0,0,0,0,24.4,2,0,0,0
63.8,year_1168,36.2,0,0,0,0,0,0,0,0,0,0
46.2,year_1169,53.7,32.7,6.8,0,0,0,0.1,0,0,0,0
87.5,year_1170,12.5,0,0,0,0,0,0,0,0,0,0
61.4,year_1171,0,0,0,0,0,0,38.6,19.8,1,0,0
99.7,year_1172,0.3,0,0,0,0,0,0,0,0,0,0
28.2,year_1173,0,0,0,0,0,0,71.9,2.2,0,0,0
18,year_1174,82,18.7,2.4,0,0,0,0,0,0,0,0
5.3,year_1175,94.8,76.4,25.4,1.3,0,0,0,0,0,0,0
0,year_1176,100,57.5,10.2,0,0,0,0,0,0,0,0
3.1,year_1177,96.9,47.8,0,0,0,0,0,0,0,0,0
6.4,year_1178,0,0,0,0,0,0,93.6,35.3,10.6,0,0
95.4,year_1179,4.6,0,0,0,0,0,0,0,0,0,0
11.5,year_1180,4.7,0.3,0,0,0,0,83.8,42.6,6.3,0,0
0,year_1181,0,0,0,0,0,0,100,84.5,36,1.1,0
50.9,year_1182,45.9,15.8,0,0,0,0,3.2,0,0,0,0
38.6,year_1183,61.4,7,0.1,0,0,0,0,0,0,0,0
1.3,year_1184,0,0,0,0,0,0,98.7,93.2,69.9,16.6,0
100,year_1185,0,0,0,0,0,0,0,0,0,0,0
0,year_1186,100.1,81.8,50.9,1.3,0,0,0,0,0,0,0
92.4,year_1187,3.3,0,0,0,0,0,4.3,0,0,0,0
29.9,year_1188,0,0,0,0,0,0,70.2,8.5,0,0,0
86.2,year_1189,13.8,1.4,0,0,0,0,0,0,0,0,0
20.7,year_1190,0,0,0,0,0,0,79.3,33.6,0,0,0
96.6,year_1191,3.4,0,0,0,0,0,0,0,0,0,0
50,year_1192,0,0,0,0,0,0,50,0,0,0,0
91.1,year_1193,8.9,0,0,0,0,0,0,0,0,0,0
46.1,year_1194,53.8,11.2,0,0,0,0,0,0,0,0,0
0,year_1195,0,0,0,0,0,0,99.9,70.8,18.7,2.6,0
72.3,year_1196,4.8,0,0,0,0,0,22.9,2.2,0,0,0
0,year_1197,0,0,0,0,0,0,99.9,97.6,85.4,47.2,3.3
93.3,year_1198,6.7,0,0,0,0,0,0,0,0,0,0
14.7,year_1199,85.3,50.1,15,0,0,0,0,0,0,0,0
53.4,year_1200,28.7,0,0,0,0,0,17.9,8.9,2.2,0,0
50.7,year_1201,18.3,2.4,0,0,0,0,31,17.7,6.6,0,0
31.3,year_1202,0,0,0,0,0,0,68.8,14.8,1.1,0,0
1.2,year_1203,0,0,0,0,0,0,98.8,95.4,49.9,3.3,0
1,year_1204,0,0,0,0,0,0,98.9,81.8,14.2,0,0
55.5,year_1205,0,0,0,0,0,0,44.4,5.1,0,0,0
80.2,year_1206,2.8,0,0,0,0,0,17,0,0,0,0
89.4,year_1207,10.6,0,0,0,0,0,0,0,0,0,0
23.5,year_1208,76.5,27.6,3.9,0,0,0,0,0,0,0,0
23.8,year_1209,0,0,0,0,0,0,76.3,45,31.7,6.3,0
34.2,year_1210,10.1,6.7,3.4,1.1,0,0,55.6,0,0,0,0
2.4,year_1211,0,0,0,0,0,0,97.5,66.1,26.2,1,0
22.9,year_1212,0,0,0,0,0,0,77.1,6.7,0,0,0
93.1,year_1213,2.5,0.1,0,0,0,0,4.4,0,0,0,0
80.6,year_1214,7.8,0,0,0,0,0,11.6,0,0,0,0
53.5,year_1215,46.5,10.5,0,0,0,0,0,0,0,0,0
35.6,year_1216,54.7,38.1,6.7,0,0,0,9.6,0,0,0,0
0,year_1217,100,100,99.9,81.1,3.3,0,0,0,0,0,0
0,year_1218,100,94.5,69.3,18.3,0,0,0,0,0,0,0
10.7,year_1219,0,0,0,0,0,0,89.4,68.5,12.6,0,0
33.7,year_1220,0,0,0,0,0,0,66.3,21.8,1.1,0,0
64.8,year_1221,25.1,0,0,0,0,0,10.1,0,0,0,0
4.7,year_1222,0,0,0,0,0,0,95.3,57.3,5.4,0,0
71.1,year_1223,15.5,6.7,0.1,0,0,0,13.3,0,0,0,0
89.3,year_1224,0,0,0,0,0,0,10.7,0,0,0,0
23,year_1225,77,2.4,0,0,0,0,0,0,0,0,0
0,year_1226,0,0,0,0,0,0,100,30.6,0,0,0
0,year_1227,100,95.9,87.4,64.7,40,0,0,0,0,0,0
0,year_1228,0,0,0,0,0,0,100,64.2,5.4,0,0
34.4,year_1229,0,0,0,0,0,0,65.6,40,1.3,0,0
74.2,year_1230,22.5,0,0,0,0,0,3.3,0,0,0,0
47.3,year_1231,3.6,0.2,0,0,0,0,49.1,0,0,0,0
56.7,year_1232,10.1,2.4,0,0,0,0,33.2,1.4,0,0,0
2.2,year_1233,97.9,93.3,53.1,1.1,0,0,0,0,0,0,0
0,year_1234,100,100,84.1,50.4,9.6,0,0,0,0,0,0
93.4,year_1235,6.6,0,0,0,0,0,0,0,0,0,0
18.2,year_1236,81.8,35.9,2.1,0,0,0,0,0,0,0,0
20.8,year_1237,79.3,16,4.7,0.1,0,0,0,0,0,0,0
5.6,year_1238,0,0,0,0,0,0,94.3,57.9,15,0,0
0,year_1239,0,0,0,0,0,0,100,63.1,11.3,0,0
32.9,year_1240,67.1,28.1,0,0,0,0,0,0,0,0,0
10.4,year_1241,0,0,0,0,0,0,89.6,27.9,2,0,0
3.7,year_1242,0,0,0,0,0,0,96.3,48,0,0,0
87.1,year_1243,12.9,0.4,0,0,0,0,0,0,0,0,0
68,year_1244,32,13,0.3,0,0,0,0,0,0,0,0
41.2,year_1245,58.8,5,0,0,0,0,0,0,0,0,0
17,year_1246,83,63.3,14,0,0,0,0,0,0,0,0
22.7,year_1247,77.3,27.3,0,0,0,0,0,0,0,0,0
9.7,year_1248,0,0,0,0,0,0,90.3,64.1,6,0,0
11.7,year_1249,0,0,0,0,0,0,88.3,64.4,12.4,0,0
87.4,year_1250,12.6,0,0,0,0,0,0,0,0,0,0
0,year_1251,99.9,97.7,91.2,82.5,38.4,0,0,0,0,0,0
7,year_1252,93,55.1,0,0,0,0,0,0,0,0,0
39.7,year_1253,23.6,5.2,0,0,0,0,36.7,1.3,0,0,0
0,year_1254,99.9,99.9,82.2,17.7,0,0,0,0,0,0,0
57.1,year_1255,42.9,16.3,0,0,0,0,0,0,0,0,0
52.2,year_1256,23.3,0,0,0,0,0,24.5,0,0,0,0
33.4,year_1257,0,0,0,0,0,0,66.5,23,0,0,0
0,year_1258,100,100,100,98.9,65.4,0,0,0,0,0,0
22.7,year_1259,0,0,0,0,0,0,77.4,55.4,12.1,0.2,0
1.1,year_1260,0,0,0,0,0,0,98.9,19.2,0,0,0
75.9,year_1261,0,0,0,0,0,0,24.1,0,0,0,0
93.7,year_1262,6.3,0,0,0,0,0,0,0,0,0,0
13.7,year_1263,86.4,14.3,0,0,0,0,0,0,0,0,0
0,year_1264,100,78.4,10.9,0,0,0,0,0,0,0,0
60.8,year_1265,33.8,13.6,1.1,0,0,0,5.4,0,0,0,0
94.4,year_1266,0,0,0,0,0,0,5.6,0.1,0,0,0
2,year_1267,0,0,0,0,0,0,98,17.6,0,0,0
1,year_1268,0,0,0,0,0,0,99,43.2,9.9,0,0
9,year_1269,0,0,0,0,0,0,91,61.1,11.8,0,0
8.6,year_1270,91.3,67.2,1.1,0,0,0,0,0,0,0,0
64.3,year_1271,23.7,0,0,0,0,0,12,0,0,0,0
36,year_1272,1.2,0,0,0,0,0,62.7,1.1,0,0,0
0,year_1273,100,98.7,22.2,0,0,0,0,0,0,0,0
2.3,year_1274,97.7,94.3,77.6,19.1,0,0,0,0,0,0,0
36.1,year_1275,7.8,0.1,0,0,0,0,56.2,38.3,19.4,0,0
0,year_1276,100,100,51.7,7.2,0.1,0,0,0,0,0,0
7.9,year_1277,91,64.6,0,0,0,0,1.2,0.1,0,0,0
0,year_1278,100,98.9,20.9,0,0,0,0,0,0,0,0
13.1,year_1279,86.9,44.6,4.2,0,0,0,0,0,0,0,0
43.7,year_1280,50.3,18.3,0,0,0,0,6,0.3,0,0,0
6.8,year_1281,93.2,21.8,0,0,0,0,0,0,0,0,0
99.8,year_1282,0,0,0,0,0,0,0.2,0,0,0,0
15.5,year_1283,81.9,57.4,0,0,0,0,2.6,0,0,0,0
100,year_1284,0,0,0,0,0,0,0,0,0,0,0
0,year_1285,100,95.8,39.5,8.2,0.2,0,0,0,0,0,0
8.9,year_1286,90,34.5,0,0,0,0,1.1,0,0,0,0
36.1,year_1287,60.4,0,0,0,0,0,3.5,0.1,0,0,0
0,year_1288,100,94.5,2.8,0,0,0,0,0,0,0,0
7.3,year_1289,92.7,18.3,0,0,0,0,0,0,0,0,0
0.1,year_1290,0,0,0,0,0,0,99.9,68.8,19.7,0,0
76.3,year_1291,0,0,0,0,0,0,23.7,3.5,0,0,0
0,year_1292,100,77.7,25.3,4.9,0,0,0,0,0,0,0
92.9,year_1293,2.5,0,0,0,0,0,4.5,0,0,0,0
77.8,year_1294,8.9,0,0,0,0,0,13.3,2.4,0,0,0
9.7,year_1295,90.2,83.7,65.1,2.4,0,0,0.1,0,0,0,0
79.3,year_1296,20.8,4.8,0.2,0,0,0,0,0,0,0,0
84.9,year_1297,15.1,0.2,0,0,0,0,0,0,0,0,0
0,year_1298,0,0,0,0,0,0,100.1,98.8,57.1,0,0
61.9,year_1299,12.4,1.5,0,0,0,0,25.7,2,0,0,0
91.4,year_1300,4.6,0.2,0,0,0,0,4,0,0,0,0
40.7,year_1301,4.6,0,0,0,0,0,54.8,31,0,0,0
4.1,year_1302,0,0,0,0,0,0,95.9,73.8,31.1,3.3,0
1.2,year_1303,0,0,0,0,0,0,98.8,81.4,30.4,0,0
31.5,year_1304,0.1,0,0,0,0,0,68.4,7.8,0,0,0
2,year_1305,0,0,0,0,0,0,97.9,75.6,32,6.6,0
100,year_1306,0,0,0,0,0,0,0,0,0,0,0
0,year_1307,100,98.8,27.4,0,0,0,0,0,0,0,0
73.4,year_1308,9.4,0,0,0,0,0,17.3,0.1,0,0,0
4.6,year_1309,0,0,0,0,0,0,95.3,81.8,53.2,20.1,0
0,year_1310,0,0,0,0,0,0,100,90.2,39.5,20.7,0
0.1,year_1311,0,0,0,0,0,0,99.8,21.5,0,0,0
0,year_1312,0,0,0,0,0,0,100,90.3,2.2,0,0
0,year_1313,0,0,0,0,0,0,99.9,97.3,68.8,43.5,25.4
0,year_1314,0,0,0,0,0,0,100.1,100.1,73.3,13.7,2.6
90.4,year_1315,9.6,0.3,0,0,0,0,0,0,0,0,0
0,year_1316,100,98.9,87.1,43.4,3.4,0,0,0,0,0,0
18.7,year_1317,81.2,24.4,3.1,0,0,0,0,0,0,0,0
67.5,year_1318,2,0,0,0,0,0,30.4,0,0,0,0
43.6,year_1319,1,0,0,0,0,0,55.3,39.6,11.6,0,0
10.9,year_1320,0.1,0,0,0,0,0,89,69.4,4.9,0,0
0,year_1321,0,0,0,0,0,0,100,81.9,53.2,1.3,0
63.6,year_1322,0,0,0,0,0,0,36.4,3.5,0,0,0
65.9,year_1323,34.1,0,0,0,0,0,0,0,0,0,0
69.5,year_1324,30.5,0.2,0,0,0,0,0,0,0,0,0
23.9,year_1325,0,0,0,0,0,0,76.2,52.9,32.5,14.5,2.2
0.5,year_1326,0,0,0,0,0,0,99.6,78.6,42.5,23.5,3.3
8.5,year_1327,0,0,0,0,0,0,91.4,28.8,1.7,0,0
42.2,year_1328,14.7,0,0,0,0,0,43.1,10.7,0,0,0
76.4,year_1329,2.6,0,0,0,0,0,20.9,1.2,0,0,0
0,year_1330,0,0,0,0,0,0,100,98.9,87.3,43.8,2.2
0,year_1331,0,0,0,0,0,0,100,100,100,86.5,33.2
0,year_1332,0,0,0,0,0,0,99.9,99.9,98.4,83.8,28.9
0,year_1333,0,0,0,0,0,0,100,100,99.9,97.5,88.2
9.5,year_1334,0,0,0,0,0,0,90.5,33,0,0,0
24.7,year_1335,75.3,30,1.3,0,0,0,0,0,0,0,0
27.9,year_1336,72,54.2,8.2,0.1,0,0,0,0,0,0,0
15,year_1337,0,0,0,0,0,0,84.9,52.8,23.3,3.3,0
29.5,year_1338,69.2,5.9,0,0,0,0,1.2,0,0,0,0
44,year_1339,0,0,0,0,0,0,55.9,6.5,0,0,0
99.9,year_1340,0,0,0,0,0,0,0.1,0,0,0,0
40.3,year_1341,0,0,0,0,0,0,59.7,19.2,3.8,0,0
72.8,year_1342,0,0,0,0,0,0,27.2,0,0,0,0
67.3,year_1343,0,0,0,0,0,0,32.7,12,4.6,0.1,0
100,year_1344,0,0,0,0,0,0,0,0,0,0,0
100,year_1345,0,0,0,0,0,0,0,0,0,0,0
65,year_1346,0,0,0,0,0,0,35,0,0,0,0
52.1,year_1347,33.6,3.3,0,0,0,0,14.2,0,0,0,0
57.1,year_1348,42.9,0,0,0,0,0,0,0,0,0,0
80.8,year_1349,9.6,0,0,0,0,0,9.6,0.4,0,0,0
0,year_1350,100,100,77.4,17,0,0,0,0,0,0,0
51.7,year_1351,48.3,2.5,0,0,0,0,0,0,0,0,0
80,year_1352,20,0,0,0,0,0,0,0,0,0,0
6.3,year_1353,0,0,0,0,0,0,93.6,51.6,24.3,0,0
44.1,year_1354,0,0,0,0,0,0,55.9,34.5,15.7,0,0
0,year_1355,100,11.5,0,0,0,0,0,0,0,0,0
28.3,year_1356,0,0,0,0,0,0,71.7,18.9,0,0,0
0,year_1357,0,0,0,0,0,0,99.9,87.1,52,5.7,0
52.5,year_1358,0,0,0,0,0,0,47.5,33.1,19.9,4.4,0
30,year_1359,0,0,0,0,0,0,69.9,26.7,3.3,0,0
0,year_1360,100.1,94.7,60.3,0,0,0,0,0,0,0,0
0,year_1361,100,100,92.5,19.7,0,0,0,0,0,0,0
0,year_1362,100,94.7,47.8,0,0,0,0,0,0,0,0
0.1,year_1363,99.9,59.5,2.2,0,0,0,0,0,0,0,0
18.5,year_1364,81.5,1.1,0,0,0,0,0,0,0,0,0
100,year_1365,0,0,0,0,0,0,0,0,0,0,0
13.1,year_1366,0,0,0,0,0,0,86.9,10,0,0,0
64.5,year_1367,0,0,0,0,0,0,35.5,3.5,0,0,0
5.2,year_1368,0,0,0,0,0,0,94.9,79.8,16.7,0,0
16.1,year_1369,84,25,0.1,0,0,0,0,0,0,0,0
39,year_1370,0,0,0,0,0,0,60.9,32,6.7,0,0
43.9,year_1371,0.1,0,0,0,0,0,56,0,0,0,0
8.9,year_1372,0,0,0,0,0,0,91,59.9,15.7,0,0
32.5,year_1373,0,0,0,0,0,0,67.5,0.1,0,0,0
0,year_1374,0,0,0,0,0,0,100.1,78.7,14.3,0,0
6.3,year_1375,93.7,60.2,0,0,0,0,0,0,0,0,0
6.6,year_1376,93.4,77,32,0,0,0,0,0,0,0,0
58.5,year_1377,41.6,14.8,1.6,0,0,0,0,0,0,0,0
54.5,year_1378,0,0,0,0,0,0,45.5,0,0,0,0
48.6,year_1379,51.4,12,1.5,0,0,0,0,0,0,0,0
26,year_1380,0.1,0,0,0,0,0,74,56.2,33.8,9,0
30.1,year_1381,51.6,15,0,0,0,0,18.3,0,0,0,0
41.4,year_1382,54,36.5,17.7,0,0,0,4.6,0,0,0,0
43.4,year_1383,0,0,0,0,0,0,56.6,36.4,15.7,0,0
21.8,year_1384,0,0,0,0,0,0,78.2,7.8,0,0,0
14.6,year_1385,0,0,0,0,0,0,85.4,15.8,0,0,0
10.7,year_1386,0,0,0,0,0,0,89.3,22.8,0,0,0
3.2,year_1387,0,0,0,0,0,0,96.9,26,9.3,1.1,0
81.6,year_1388,18.1,0,0,0,0,0,0.3,0,0,0,0
0,year_1389,100.1,83.6,11.8,0,0,0,0,0,0,0,0
17.7,year_1390,82.4,47.8,25.3,0,0,0,0,0,0,0,0
27.7,year_1391,72.2,1.1,0,0,0,0,0,0,0,0,0
98.2,year_1392,0,0,0,0,0,0,1.8,0,0,0,0
88.6,year_1393,11.4,0,0,0,0,0,0,0,0,0,0
0,year_1394,0,0,0,0,0,0,100,99,23.7,5.9,0.1
17.4,year_1395,0,0,0,0,0,0,82.6,0,0,0,0
68.4,year_1396,1.5,0,0,0,0,0,30.1,0,0,0,0
0,year_1397,99.9,82.4,18.5,2.5,0,0,0,0,0,0,0
0,year_1398,100,50.8,0,0,0,0,0,0,0,0,0
0,year_1399,100.1,100.1,98.8,74.7,9.6,0,0,0,0,0,0
1.2,year_1400,98.8,90,12.2,0,0,0,0,0,0,0,0
51.7,year_1401,48.3,2.2,0,0,0,0,0,0,0,0,0
0,year_1402,100,56.7,0,0,0,0,0,0,0,0,0
0,year_1403,100,34.8,0,0,0,0,0,0,0,0,0
50.3,year_1404,2.2,0,0,0,0,0,47.5,30.6,0,0,0
90.8,year_1405,0,0,0,0,0,0,9.2,0,0,0,0
0,year_1406,0,0,0,0,0,0,100,82.9,9,0,0
21.5,year_1407,78.5,14,1.2,0,0,0,0,0,0,0,0
72.9,year_1408,3.6,0,0,0,0,0,23.5,0,0,0,0
0,year_1409,0,0,0,0,0,0,100,97.6,40.6,1.1,0
97.3,year_1410,2.7,0,0,0,0,0,0,0,0,0,0
64.6,year_1411,25.8,0,0,0,0,0,9.6,0,0,0,0
19.6,year_1412,0,0,0,0,0,0,80.4,1.1,0,0,0
8.5,year_1413,91.4,60.5,7.1,0,0,0,0,0,0,0,0
0.4,year_1414,0,0,0,0,0,0,99.6,47.3,33.9,1.1,0
72.5,year_1415,4.4,0,0,0,0,0,23,1.2,0,0,0
16.5,year_1416,83.5,24.6,0,0,0,0,0,0,0,0,0
50.2,year_1417,0,0,0,0,0,0,49.8,0,0,0,0
10.1,year_1418,0,0,0,0,0,0,90,48.5,13.4,0,0
89.3,year_1419,4.5,0,0,0,0,0,6.3,0,0,0,0
0,year_1420,0,0,0,0,0,0,100.1,62.2,16.8,1.1,0
27.8,year_1421,36.9,14.6,0,0,0,0,35.4,20.1,8.1,1.5,0
46.3,year_1422,0,0,0,0,0,0,53.7,21.7,4.8,0,0
32.4,year_1423,36.1,9.6,0,0,0,0,31.5,18.1,8.2,2.5,0
28.4,year_1424,0,0,0,0,0,0,71.6,43.6,22.6,8.2,2.3
59,year_1425,0,0,0,0,0,0,41,18.8,0,0,0
64.5,year_1426,4.9,0,0,0,0,0,30.6,0,0,0,0
38.6,year_1427,0,0,0,0,0,0,61.4,23.2,0,0,0
0,year_1428,0,0,0,0,0,0,100,73.1,37.7,2.4,0
100,year_1429,0,0,0,0,0,0,0,0,0,0,0
58,year_1430,4.8,0,0,0,0,0,37.2,2,0,0,0
16.4,year_1431,0,0,0,0,0,0,83.6,24,0,0,0
96.5,year_1432,3.5,0,0,0,0,0,0,0,0,0,0
56.6,year_1433,30.8,0,0,0,0,0,12.6,0,0,0,0
43.5,year_1434,42.1,17,0,0,0,0,14.5,0,0,0,0
36.6,year_1435,63.4,10.6,0,0,0,0,0,0,0,0,0
92.2,year_1436,7.8,0,0,0,0,0,0,0,0,0,0
0,year_1437,100,36.1,4.2,0,0,0,0,0,0,0,0
1.3,year_1438,98.7,71.5,5.7,0,0,0,0,0,0,0,0
0,year_1439,100,77.6,1.4,0,0,0,0,0,0,0,0
46.8,year_1440,0,0,0,0,0,0,53.2,0,0,0,0
0,year_1441,0,0,0,0,0,0,100,43.6,18.8,0,0
7.9,year_1442,92.1,74.6,15.5,0,0,0,0,0,0,0,0
58.7,year_1443,23.8,0,0,0,0,0,17.5,4.5,0,0,0
0,year_1444,100,79.6,16.2,0,0,0,0,0,0,0,0
19.2,year_1445,80.8,40.7,2.1,0,0,0,0,0,0,0,0
0.1,year_1446,99.9,9.9,0,0,0,0,0,0,0,0,0
90.5,year_1447,0,0,0,0,0,0,9.5,0,0,0,0
45.5,year_1448,54.5,1.5,0,0,0,0,0,0,0,0,0
23.7,year_1449,76.3,39.3,0,0,0,0,0,0,0,0,0
0,year_1450,100,84.1,19.6,0.1,0,0,0,0,0,0,0
55,year_1451,0,0,0,0,0,0,45,7.6,0,0,0
82.3,year_1452,0,0,0,0,0,0,17.7,0,0,0,0
26.8,year_1453,0,0,0,0,0,0,73.3,18.9,0,0,0
56.5,year_1454,4.2,0,0,0,0,0,39.3,20.4,4.7,0,0
27.6,year_1455,72.5,58,43.5,23.2,0,0,0,0,0,0,0
0,year_1456,100,72,0,0,0,0,0,0,0,0,0
42,year_1457,49.4,6.8,0,0,0,0,8.6,0,0,0,0
64.1,year_1458,0,0,0,0,0,0,35.9,6.8,0,0,0
67.3,year_1459,32.7,1.1,0,0,0,0,0,0,0,0,0
0,year_1460,100,100,82.9,22.3,4.1,0,0,0,0,0,0
6.6,year_1461,93.4,48.3,1,0,0,0,0,0,0,0,0
0,year_1462,0,0,0,0,0,0,100,90.3,23.8,0,0
3.2,year_1463,0,0,0,0,0,0,96.8,76.5,25.9,6.9,0
29,year_1464,71.1,50.9,27.6,1.3,0,0,0,0,0,0,0
0,year_1465,100,80.8,6.2,0,0,0,0,0,0,0,0
34.4,year_1466,34.2,0,0,0,0,0,31.4,13.5,0,0,0
37.6,year_1467,0,0,0,0,0,0,62.3,44.6,30.3,7.9,0
40,year_1468,30.2,13.7,1.3,0,0,0,29.8,0,0,0,0
94.5,year_1469,0,0,0,0,0,0,5.5,0,0,0,0
84,year_1470,0,0,0,0,0,0,16,0.2,0,0,0
0,year_1471,99.9,73.6,50.1,4.5,0,0,0,0,0,0,0
14.1,year_1472,85.9,61.7,4.7,0,0,0,0,0,0,0,0
59.7,year_1473,29.6,0,0,0,0,0,10.7,0,0,0,0
10.4,year_1474,89.6,58.3,34.3,11.1,0,0,0,0,0,0,0
0,year_1475,100.1,100.1,77.5,55.6,36.7,0,0,0,0,0,0
71.6,year_1476,0,0,0,0,0,0,28.4,0,0,0,0
21.9,year_1477,0,0,0,0,0,0,78.1,53.7,4.7,0,0
19.6,year_1478,0,0,0,0,0,0,80.4,45.6,0,0,0
1,year_1479,98.9,34.6,9.2,0,0,0,0,0,0,0,0
61.2,year_1480,38.8,23.2,1.1,0,0,0,0,0,0,0,0
99.9,year_1481,0,0,0,0,0,0,0.1,0,0,0,0
45.4,year_1482,1.4,0,0,0,0,0,53.3,14.1,0,0,0
82.8,year_1483,17.2,0.2,0,0,0,0,0,0,0,0,0
0,year_1484,0,0,0,0,0,0,100,99.8,75.1,46.2,33.8
0,year_1485,0,0,0,0,0,0,100,79.7,31.9,3.3,0
0,year_1486,0,0,0,0,0,0,100,100,69.8,7.5,0
42.5,year_1487,9,0,0,0,0,0,48.4,17.7,0,0,0
90.1,year_1488,0,0,0,0,0,0,9.9,0,0,0,0
31.4,year_1489,0,0,0,0,0,0,68.6,0,0,0,0
0,year_1490,0,0,0,0,0,0,100,44.1,0,0,0
0,year_1491,0,0,0,0,0,0,100,100,59.8,36.3,14.4
35.8,year_1492,35.9,16,1.6,0,0,0,28.4,0,0,0,0
100,year_1493,0,0,0,0,0,0,0,0,0,0,0
0,year_1494,0,0,0,0,0,0,100,33.9,0,0,0
0,year_1495,100,71.2,46.4,26.4,0,0,0,0,0,0,0
6.7,year_1496,93.2,82.2,46,3.2,0,0,0,0,0,0,0
19.7,year_1497,80.3,26.2,1.1,0,0,0,0,0,0,0,0
0,year_1498,0,0,0,0,0,0,100.1,88.1,42.9,3.4,0
93.3,year_1499,6.7,0.1,0,0,0,0,0,0,0,0,0
0,year_1500,100.1,99,74.9,44.3,4.5,0,0,0,0,0,0
30.8,year_1501,69.2,5.3,0,0,0,0,0,0,0,0,0
84.6,year_1502,0,0,0,0,0,0,15.4,0,0,0,0
91.3,year_1503,0,0,0,0,0,0,8.7,0,0,0,0
56.7,year_1504,0,0,0,0,0,0,43.3,0,0,0,0
0,year_1505,100,81.4,40.4,9,0,0,0,0,0,0,0
0,year_1506,100,100,94.6,88,57.1,0,0,0,0,0,0
94.3,year_1507,4.4,0,0,0,0,0,1.3,0,0,0,0
7.3,year_1508,0,0,0,0,0,0,92.7,21.8,0,0,0
0,year_1509,0,0,0,0,0,0,100,96.9,71.1,22.1,0
0,year_1510,100,62.1,0,0,0,0,0,0,0,0,0
65.5,year_1511,0,0,0,0,0,0,34.5,0,0,0,0
59.9,year_1512,0,0,0,0,0,0,40.1,0,0,0,0
40.1,year_1513,34.4,10.4,0,0,0,0,25.5,5.6,0,0,0
29.2,year_1514,0,0,0,0,0,0,70.8,42.8,21.9,0,0
64.9,year_1515,35.2,9.3,0.2,0,0,0,0,0,0,0,0
66.8,year_1516,33.2,2.2,0,0,0,0,0,0,0,0,0
67.6,year_1517,32.4,2.2,0,0,0,0,0,0,0,0,0
8.6,year_1518,91.4,49.4,34.9,20.4,7,0,0,0,0,0,0
49.8,year_1519,0,0,0,0,0,0,50.2,21.1,0,0,0
60.4,year_1520,0,0,0,0,0,0,39.6,13.8,1.2,0,0
12.9,year_1521,0,0,0,0,0,0,87.1,67.7,16.9,6.3,0
0,year_1522,100.1,91.6,72,10.5,0,0,0,0,0,0,0
55.2,year_1523,29,0,0,0,0,0,15.8,0,0,0,0
32.3,year_1524,0,0,0,0,0,0,67.7,21.6,0,0,0
44.2,year_1525,0,0,0,0,0,0,55.8,19.3,0,0,0
